Route Number,Source,Destination,Container Size,Carrier,Travel Mode,Fixed Freight Cost,Port/Airport/Rail Handling Cost,Bunker/ Fuel Cost,Documentation Cost,Equipment Cost,Extra Cost,Warehouse Cost,Transit Duty,CustomClearance time (hours),Port/Airport/Rail Handling time (hours),Extra Time,Transit time (hours),Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
786,Singapore Railway Station,Shanghai Airport,34,Evergreen,Air,338,279,217,114,162,140,133.336092457054,8.66744286670702,42,61,3,195.58035246463194,0,1,0,1,0,1,0
787,Shanghai Railway Station,Wuxi Port,7,DHL,Sea,173,131,137,185,222,136,172.39476063919017,5.653763759008991,28,45,2,135.58819341634762,0,1,1,0,1,0,0
788,Wuxi Port,Wuxi Port,67,KTM,Truck,187,188,463,130,269,114,86.71619272976348,2.5604535190480817,56,43,8,60.21517838493352,1,0,0,0,1,1,1
789,Shanghai Warehouse,Shanghai Warehouse,34,Evergreen,Sea,69,365,239,124,133,78,145.43389993410267,9.194010678069787,45,64,9,32.13039740009914,0,0,1,1,0,1,0
790,Singapore Warehouse,Wuxi Railway Station,34,DHL,Air,70,283,182,115,100,85,174.7192229218959,6.502284877307681,43,61,5,66.13650373769916,1,0,0,1,0,1,0
791,Malaysia Airport,Shanghai Airport,7,COSCO,Rail,170,167,153,183,122,148,199.06725981776646,7.80197333653012,32,26,1,192.86004667814788,1,1,1,1,1,0,0
792,Shanghai Warehouse,Wuxi Airport,67,DHL,Truck,135,339,247,106,274,63,118.60081988212855,8.729388017713909,56,44,6,153.34613176371766,1,1,1,0,1,0,0
793,Singapore Warehouse,Shanghai Railway Station,7,KTM,Air,204,121,102,77,292,110,137.22374060181824,6.569997855420304,32,64,1,47.73788916653744,0,0,0,0,0,1,1
794,Singapore Port,Shanghai Port,67,KTM,Truck,309,123,244,174,192,134,130.4720612805453,5.885318350383596,43,59,7,31.76416081740249,1,1,1,0,0,1,0
795,Malaysia Port,Wuxi Warehouse,7,DHL,Sea,419,111,368,121,172,147,119.13986218599929,6.644576018725211,63,57,0,117.81517005047891,0,1,1,0,1,0,0
796,Wuxi Railway Station,Wuxi Airport,67,KTM,Air,168,448,135,69,249,141,84.24551684446132,6.774065256798605,33,65,9,57.54992100362498,0,1,1,1,0,0,0
797,Shanghai Warehouse,Shanghai Railway Station,67,COSCO,Truck,261,424,251,83,153,110,97.2663367622914,5.280339687474594,31,45,6,88.1621348447104,0,0,1,0,1,1,1
798,Malaysia Warehouse,Shanghai Railway Station,67,COSCO,Air,182,255,397,117,107,68,97.73621331362551,6.296929874592702,25,30,7,35.842250753986505,1,1,0,0,0,0,0
799,Shanghai Railway Station,Malaysia Railway Station,7,COSCO,Sea,209,278,189,151,230,133,163.47352061999203,2.2413176181113545,48,38,5,185.99756933167833,0,0,1,1,0,1,0
800,Wuxi Warehouse,Shanghai Railway Station,67,Evergreen,Air,354,277,472,193,150,87,187.02253161331134,2.7713758500223182,63,45,9,178.4359280927865,0,0,0,0,1,0,1
801,Malaysia Railway Station,Malaysia Port,67,Railway Authority,Truck,51,247,266,177,188,82,80.77544790317032,7.632215887572032,69,62,8,104.31738204618249,1,0,0,1,0,1,0
802,Singapore Port,Wuxi Warehouse,34,DHL,Sea,353,241,413,140,291,98,116.804291676447,1.6483308017654688,30,29,8,120.2147013865394,0,0,1,0,0,1,0
803,Malaysia Railway Station,Malaysia Airport,7,KTM,Sea,370,461,170,137,263,117,151.49653938793614,1.7662832463953078,42,50,8,116.41704635420886,1,1,1,0,0,0,1
804,Shanghai Airport,Singapore Railway Station,7,COSCO,Air,476,228,245,140,157,108,177.70698474715616,2.9082583821975154,62,51,0,198.51729183419192,1,1,0,0,1,1,1
805,Malaysia Port,Singapore Port,34,Evergreen,Truck,464,263,328,116,130,116,148.46096805569735,8.87047528363776,56,39,2,162.05699172856433,0,1,1,0,0,0,0
806,Singapore Warehouse,Malaysia Airport,67,DHL,Sea,227,205,406,172,284,88,106.40765337491399,1.6934625675609936,52,49,2,40.785517423252,1,1,0,0,1,1,0
807,Singapore Warehouse,Malaysia Port,7,Railway Authority,Air,496,273,231,131,264,140,116.70144441684401,3.5981295371848034,35,49,8,159.4426799698293,1,1,0,0,1,0,0
808,Malaysia Warehouse,Malaysia Warehouse,34,Evergreen,Sea,51,179,157,92,233,123,89.78807351802985,6.3434734256468115,36,55,1,198.83544127364675,0,1,0,1,1,0,1
809,Singapore Port,Shanghai Railway Station,67,KTM,Sea,189,123,223,109,173,80,161.05688718153317,7.696847914340293,35,32,4,189.86675888029367,0,1,0,1,1,0,1
810,Malaysia Railway Station,Malaysia Warehouse,67,COSCO,Rail,421,208,378,93,279,85,109.14914059217419,7.003188942098607,70,52,3,118.38705522813301,0,1,0,1,0,0,0
811,Singapore Airport,Shanghai Warehouse,7,Railway Authority,Air,240,116,467,87,290,64,169.86406560615285,9.425555576579445,26,54,2,131.11455208911934,0,1,0,1,0,0,1
812,Wuxi Railway Station,Shanghai Port,7,Evergreen,Sea,232,466,187,112,293,136,94.0591576026955,1.1554720323786247,52,61,7,236.7810746119689,0,1,0,1,0,1,0
813,Singapore Port,Singapore Warehouse,67,Evergreen,Air,274,492,136,90,136,128,144.17268882122494,9.180077046167849,52,57,0,33.36644631515172,0,0,0,1,1,0,1
814,Shanghai Warehouse,Malaysia Port,67,Evergreen,Truck,115,316,234,190,172,129,124.07087192386442,5.6418890571740565,63,34,5,103.93783174030355,0,0,1,0,1,1,1
815,Malaysia Port,Shanghai Warehouse,67,Evergreen,Rail,87,421,379,93,142,86,185.25505269916835,7.802553326189157,67,54,2,126.00588681551777,0,1,0,0,0,1,0
816,Wuxi Port,Malaysia Airport,34,DHL,Rail,383,378,180,99,157,124,67.82481109106712,6.122649601119413,24,33,2,218.60817385371408,0,1,0,1,1,1,0
817,Wuxi Railway Station,Singapore Railway Station,67,DHL,Air,301,265,218,103,207,51,116.36677920999162,7.510673064212263,24,67,1,120.29046306699503,0,0,0,1,1,1,0
818,Shanghai Airport,Shanghai Airport,67,DHL,Truck,181,384,365,160,264,141,72.62965266263593,1.0082708850871738,48,31,6,41.7862025644735,1,0,0,1,0,1,0
819,Singapore Port,Shanghai Airport,7,DHL,Truck,383,417,385,157,237,111,59.2025772983407,6.392196989470612,40,49,1,214.59380420383465,1,0,1,0,0,1,0
820,Malaysia Warehouse,Shanghai Railway Station,67,KTM,Sea,109,278,487,118,245,82,121.80381646398574,8.40246131917495,39,49,5,235.87290605182469,1,0,0,0,0,0,0
821,Shanghai Railway Station,Malaysia Port,67,Evergreen,Air,380,319,229,184,153,110,53.455860842647866,1.5216030281573416,50,33,0,34.59592571909085,1,1,0,1,1,1,1
822,Malaysia Airport,Shanghai Railway Station,67,KTM,Truck,109,131,354,111,269,70,155.5441842402843,8.196899617515067,54,36,3,34.61940071845728,0,0,0,1,0,1,0
823,Wuxi Airport,Wuxi Airport,67,Evergreen,Rail,250,498,108,98,257,149,72.29277557356333,2.1209940640834297,66,41,3,210.1303638709517,0,1,0,0,1,1,1
824,Wuxi Port,Wuxi Airport,34,Evergreen,Truck,383,443,211,51,120,85,67.35665722259198,3.776874248021649,55,66,9,185.4991380626747,0,1,1,0,1,1,0
825,Singapore Airport,Malaysia Warehouse,67,COSCO,Truck,353,155,126,59,115,128,53.562181108528726,4.420944811233399,50,56,7,47.62583955962326,1,1,1,0,0,1,1
826,Malaysia Airport,Singapore Railway Station,34,DHL,Truck,350,106,277,136,156,111,125.68888217756982,6.964082460870788,35,63,9,26.234374026671723,0,1,1,0,1,0,1
827,Singapore Airport,Malaysia Port,67,COSCO,Air,85,101,255,97,263,128,178.3357354185008,1.63187887341958,40,59,9,232.2504177476533,1,1,0,0,1,1,0
828,Wuxi Airport,Singapore Warehouse,7,Railway Authority,Sea,364,213,451,127,171,121,152.0790056727188,1.8823651744837606,56,41,5,144.49219919488684,0,1,1,1,0,0,1
829,Shanghai Port,Wuxi Airport,34,Evergreen,Sea,443,283,225,67,296,113,109.9489306675379,8.65395213819837,25,45,9,175.8939379141388,1,1,1,0,0,1,0
830,Shanghai Port,Malaysia Airport,34,Railway Authority,Air,260,258,373,172,143,127,122.34649506121868,8.21200948549738,45,49,4,179.97747732412694,0,1,1,1,0,0,0
831,Singapore Port,Shanghai Warehouse,34,Railway Authority,Air,321,102,431,77,151,55,66.53800638654894,9.80942668659492,69,68,4,215.17262534751657,0,1,0,0,0,1,0
832,Singapore Railway Station,Singapore Port,34,Railway Authority,Air,216,282,175,121,271,122,89.16788883927849,5.8395994362441765,70,38,3,29.737313187536422,0,0,1,1,0,0,1
833,Singapore Warehouse,Malaysia Port,7,Evergreen,Air,191,184,315,147,180,63,88.81432917697657,4.795975593686782,35,43,7,131.74169473891564,0,1,0,1,1,1,0
834,Wuxi Airport,Shanghai Warehouse,67,COSCO,Truck,348,391,314,102,181,147,65.65221697501462,8.007089659356986,70,59,5,117.50112033783296,1,1,0,0,0,0,1
835,Malaysia Warehouse,Malaysia Railway Station,34,Evergreen,Sea,492,373,315,149,133,56,67.42671323255637,7.055550306551738,54,41,0,154.25095842975452,0,0,0,1,1,0,0
836,Malaysia Port,Shanghai Warehouse,67,COSCO,Truck,319,106,294,88,117,135,50.94048533863015,3.9639404096063466,36,52,3,68.71776203793189,1,1,0,0,1,1,0
837,Shanghai Airport,Wuxi Railway Station,67,DHL,Air,182,485,295,150,282,144,108.63979449583591,7.920347966387145,33,28,0,94.63056708582687,1,0,0,1,1,1,1
838,Singapore Port,Malaysia Airport,67,Evergreen,Sea,63,398,283,172,189,106,196.15322506931926,8.302082115345618,55,60,3,238.0613841028851,0,0,0,1,0,1,1
839,Singapore Port,Shanghai Airport,34,Evergreen,Sea,193,197,345,153,201,128,72.37717766001629,9.337730830055914,60,53,2,47.01000995662692,0,0,0,0,1,1,1
840,Singapore Railway Station,Wuxi Railway Station,67,Evergreen,Rail,252,330,483,170,279,143,187.1356201567549,7.459384908970891,70,39,2,131.03800271325684,0,1,0,0,0,0,1
841,Singapore Airport,Singapore Airport,7,Evergreen,Sea,222,473,316,67,132,76,107.12500308631746,5.5193788122702445,25,70,0,69.01708175169878,0,0,0,1,0,1,0
842,Singapore Railway Station,Singapore Warehouse,34,Railway Authority,Air,384,402,285,124,164,139,199.33688850900333,6.815868484232841,55,66,5,108.6916659141429,0,1,1,0,0,0,0
843,Malaysia Warehouse,Shanghai Warehouse,7,COSCO,Rail,491,437,248,104,176,52,122.7818684638448,6.255846853829243,25,70,6,36.663113588367295,0,0,1,0,1,0,1
844,Wuxi Port,Malaysia Airport,34,KTM,Sea,295,189,183,144,161,91,94.62422934268494,2.9928153882255017,70,61,9,235.43768403249928,0,0,0,1,0,0,0
845,Wuxi Railway Station,Shanghai Warehouse,67,KTM,Truck,497,270,314,91,156,128,199.25957652318576,2.3175806852188092,70,56,6,107.3043159697439,1,1,1,0,0,0,0
846,Wuxi Warehouse,Singapore Railway Station,67,KTM,Sea,180,390,445,117,196,148,188.75516895867761,3.404606698667595,71,46,8,152.02767830454937,1,1,1,0,1,1,1
847,Wuxi Airport,Malaysia Airport,67,COSCO,Sea,407,100,228,180,285,84,98.02044498750001,5.434337667144644,45,30,0,28.950785244521143,0,1,0,0,0,1,0
848,Shanghai Port,Singapore Railway Station,67,Railway Authority,Sea,450,423,480,51,200,76,61.82975779344072,2.8125349384449807,27,57,4,37.00056737884707,0,0,0,0,0,0,0
849,Shanghai Airport,Singapore Port,34,KTM,Air,141,419,111,76,260,81,162.48710798026258,2.223309629341487,54,60,2,182.23383221391273,0,1,0,1,1,0,0
850,Singapore Airport,Singapore Railway Station,34,Railway Authority,Truck,90,304,353,73,220,124,53.262959864245126,1.8136761560384538,57,68,6,222.416028265001,0,0,0,1,1,1,0
851,Shanghai Port,Malaysia Airport,67,KTM,Air,318,365,460,138,275,126,147.93364696060152,8.580317829882606,48,51,5,24.87459887934096,1,1,1,1,1,1,0
852,Wuxi Airport,Singapore Railway Station,67,COSCO,Truck,171,126,493,151,142,58,140.57277955771036,4.396611539667942,69,39,2,238.99237185619705,1,0,0,0,0,1,1
853,Wuxi Warehouse,Malaysia Airport,7,Railway Authority,Truck,196,114,297,112,177,109,169.3755251905465,7.175702998525223,66,55,0,173.32892398834753,1,0,0,1,0,0,0
854,Shanghai Warehouse,Singapore Railway Station,7,KTM,Rail,182,133,123,118,180,55,100.8592602257608,2.685781073547403,30,51,6,107.71731814745851,0,0,1,1,1,0,0
855,Shanghai Warehouse,Wuxi Railway Station,34,KTM,Truck,230,376,468,74,107,51,65.08408584907816,7.510645978642629,45,59,7,90.79026796886843,1,0,0,0,1,0,0
856,Singapore Port,Shanghai Airport,34,COSCO,Sea,456,273,289,64,204,91,102.88125623453482,9.86405815002759,31,69,1,159.9438420119249,1,1,0,0,0,1,1
857,Wuxi Airport,Shanghai Port,34,Railway Authority,Rail,170,266,256,102,284,81,112.36009533680013,7.214282510699792,57,55,4,163.78103395933832,1,0,0,1,0,0,1
858,Wuxi Port,Shanghai Railway Station,34,Railway Authority,Air,71,239,340,181,134,142,117.50302747743389,7.604469321962328,41,35,2,186.65145243860962,1,1,0,0,1,0,1
859,Malaysia Airport,Shanghai Warehouse,67,Railway Authority,Air,442,348,299,114,228,123,71.47780961035656,1.7937495978091484,64,65,6,86.6951684535797,0,0,1,1,0,1,1
860,Malaysia Railway Station,Singapore Warehouse,34,DHL,Rail,160,468,194,101,218,130,175.45711432476207,2.055816738259137,69,24,7,36.2520243648907,0,1,0,0,1,0,0
861,Shanghai Warehouse,Malaysia Warehouse,34,Railway Authority,Air,396,384,195,70,113,78,55.80029768884599,3.181284075832378,61,62,6,178.2343988402481,0,0,0,0,1,1,0
862,Shanghai Railway Station,Malaysia Port,67,Railway Authority,Air,459,369,277,50,252,101,161.7252957909277,7.906817736742221,68,44,0,141.78066857603898,1,1,0,0,1,1,1
863,Wuxi Railway Station,Malaysia Railway Station,7,COSCO,Sea,83,216,496,194,256,51,123.1603695830634,8.832741133693094,59,38,7,239.7786562245461,0,0,1,0,1,1,0
864,Singapore Airport,Wuxi Railway Station,7,Evergreen,Sea,233,439,167,180,267,103,141.7514205481312,2.670801064187347,51,45,8,72.89526397103293,0,1,1,1,1,0,1
865,Singapore Port,Shanghai Warehouse,7,COSCO,Truck,435,296,180,73,207,76,61.521454546467055,4.601894645073157,57,53,6,200.92903206813548,1,1,0,0,0,0,0
866,Malaysia Airport,Malaysia Port,7,KTM,Rail,316,449,261,136,135,55,128.544893068617,9.816675816511209,28,29,0,193.66383679125846,0,0,0,0,1,1,0
867,Wuxi Airport,Shanghai Airport,34,Railway Authority,Rail,115,153,237,67,131,93,139.78395269020837,4.183174417197546,66,39,1,78.11402426007004,1,1,0,0,0,0,0
868,Malaysia Warehouse,Malaysia Port,7,KTM,Truck,260,244,467,188,166,128,114.38585093687118,1.116600907273193,51,64,7,48.390119426898366,0,1,0,0,1,0,1
869,Wuxi Port,Malaysia Railway Station,67,COSCO,Truck,492,444,177,151,262,98,143.94069685904566,7.9572249589349315,63,44,8,220.40945395154816,0,1,1,0,1,0,0
870,Malaysia Warehouse,Singapore Port,7,KTM,Truck,68,324,369,176,299,147,67.14414035006331,1.7470561107626679,68,50,4,138.3309260419867,1,0,0,0,1,0,0
871,Singapore Railway Station,Wuxi Airport,7,DHL,Sea,124,167,358,77,248,143,160.02302726142443,6.442303492422125,62,68,0,26.191859695779755,0,1,0,1,0,0,1
872,Malaysia Port,Wuxi Railway Station,67,DHL,Rail,471,363,139,59,217,145,63.59166419040009,2.599888247471525,53,68,4,220.38296611717936,1,1,1,1,0,0,1
873,Wuxi Railway Station,Malaysia Airport,7,Evergreen,Air,211,262,190,120,114,109,108.23831255019863,7.906995223403885,42,68,9,69.84378189940138,0,1,0,0,1,0,0
874,Wuxi Warehouse,Wuxi Warehouse,67,DHL,Sea,375,484,273,181,123,69,188.38076721999846,2.869301206295593,25,44,2,110.11375335328204,0,0,0,0,1,1,1
875,Wuxi Port,Malaysia Port,67,COSCO,Truck,111,415,446,98,220,123,82.99549409776881,9.06738418997021,25,65,5,57.39880631478319,0,1,1,0,1,0,0
876,Shanghai Port,Wuxi Railway Station,67,KTM,Truck,357,492,342,96,264,117,110.68236849451068,7.386030547911412,44,64,5,214.65500999122574,1,1,0,0,0,1,1
877,Singapore Airport,Wuxi Warehouse,34,COSCO,Sea,352,478,409,73,283,53,87.43877178785263,3.4806348661652677,56,62,3,67.69147982897461,0,1,0,1,1,0,0
878,Malaysia Warehouse,Malaysia Airport,7,Railway Authority,Air,172,101,205,184,241,122,81.26769452647437,5.304091957513646,46,60,4,146.55732896130058,0,1,1,0,0,1,1
879,Wuxi Airport,Singapore Warehouse,67,KTM,Sea,50,397,441,164,191,116,75.91947428625474,2.378556723410187,24,24,0,78.15096773375276,0,0,1,1,1,0,1
880,Malaysia Warehouse,Wuxi Railway Station,67,DHL,Rail,365,378,102,193,227,60,87.32932404649458,3.235991744953428,49,58,8,155.65395819495325,0,1,0,0,0,0,1
881,Singapore Railway Station,Singapore Warehouse,67,KTM,Sea,244,403,254,114,160,106,157.13419455645715,2.8488128540057045,59,31,2,234.79595070952433,1,0,1,1,0,1,0
882,Singapore Port,Singapore Port,34,DHL,Sea,202,166,377,153,187,134,162.28113287505616,9.320421137565885,53,62,3,90.0753877397304,0,1,1,0,1,0,0
883,Malaysia Railway Station,Wuxi Railway Station,7,Evergreen,Air,178,430,388,142,120,74,121.65009941154601,9.687864304234857,57,50,5,76.37529706668995,1,0,1,0,0,0,1
884,Shanghai Warehouse,Wuxi Railway Station,34,Evergreen,Air,415,369,211,135,155,138,63.570043641012425,3.1533609194748617,26,57,3,81.02033492629086,1,1,1,0,0,1,0
885,Shanghai Port,Shanghai Airport,7,COSCO,Air,470,420,435,191,198,74,162.81795828266908,1.3467084467962935,30,69,3,169.95502413263762,0,1,0,1,1,0,1
886,Shanghai Port,Singapore Railway Station,7,Railway Authority,Truck,495,298,347,51,296,113,77.16515048249462,3.9281739973387113,28,50,4,193.14038764635436,1,1,0,0,0,0,0
887,Wuxi Port,Wuxi Port,7,Railway Authority,Rail,218,101,101,117,296,55,122.24394128169793,9.61546527824071,39,26,1,89.88543120380567,1,1,0,0,0,0,0
888,Singapore Warehouse,Shanghai Railway Station,34,Railway Authority,Rail,385,109,395,113,246,108,59.424524068297416,6.42332059498997,65,63,0,106.16164965056834,0,0,1,0,1,1,0
889,Shanghai Railway Station,Singapore Airport,34,DHL,Truck,115,459,374,159,120,145,68.22444131829774,9.438120022660758,55,47,6,186.79433833642952,0,1,1,1,1,0,0
890,Singapore Port,Singapore Warehouse,67,DHL,Air,345,339,146,165,266,142,52.819873196889844,1.7604392136310958,46,65,8,171.5043199480513,1,0,0,0,0,1,0
891,Singapore Port,Singapore Warehouse,67,Railway Authority,Sea,231,282,119,170,204,115,169.27803650289462,5.542385450633646,46,55,6,168.24249282894397,1,1,0,0,1,1,1
892,Wuxi Airport,Malaysia Warehouse,67,KTM,Sea,179,405,414,120,262,96,167.29854926895575,8.29425736738244,58,62,8,234.52462273362755,0,0,1,0,1,0,0
893,Shanghai Port,Singapore Railway Station,34,DHL,Sea,310,490,146,199,196,92,193.63383331327364,7.059607973652502,56,38,4,90.3057041604901,0,0,0,1,1,1,0
894,Singapore Airport,Singapore Port,34,Evergreen,Rail,53,333,409,105,199,75,164.9633238136274,3.041170500191109,40,38,6,224.75539010432638,0,0,1,0,1,1,0
895,Wuxi Port,Shanghai Port,7,COSCO,Truck,237,207,408,132,131,51,106.12015647480018,7.079764713617344,26,36,0,101.95636819672069,1,1,0,0,1,0,1
896,Singapore Airport,Singapore Airport,7,DHL,Rail,303,329,210,149,282,127,139.2866647825673,8.64000866705749,66,25,3,62.399027401767185,1,0,1,0,1,1,0
897,Wuxi Railway Station,Wuxi Warehouse,34,KTM,Truck,404,461,374,52,284,110,112.32219921502262,5.66996227358848,25,39,6,201.6164503556447,1,1,0,1,1,1,1
898,Wuxi Warehouse,Malaysia Railway Station,67,KTM,Truck,439,443,262,185,296,118,68.34260395493642,2.451605349091089,57,67,8,77.17779543920973,0,0,1,1,1,1,1
899,Shanghai Railway Station,Singapore Port,7,COSCO,Air,427,339,136,121,104,102,155.96538840230676,1.6320733267941563,45,71,5,163.42481930093223,1,0,1,1,1,0,0
900,Wuxi Warehouse,Shanghai Port,7,COSCO,Rail,245,192,230,121,128,66,97.43297593567706,5.650677694821164,71,71,5,159.64875963156004,1,1,0,1,1,1,0
901,Shanghai Warehouse,Malaysia Railway Station,34,Railway Authority,Truck,466,204,199,157,107,84,114.09390002597202,8.007514360072978,63,35,5,170.22775737948993,1,0,1,1,0,1,1
902,Singapore Railway Station,Wuxi Railway Station,7,KTM,Sea,259,448,312,93,289,137,184.05060343794608,8.567402879236667,25,38,2,173.0815891234412,0,1,0,0,1,1,0
903,Wuxi Railway Station,Shanghai Airport,34,COSCO,Air,68,408,266,107,263,109,188.89083167831382,8.061304228226566,69,27,4,196.53003019390349,0,0,1,1,1,0,1
904,Wuxi Airport,Singapore Airport,67,COSCO,Truck,113,323,218,64,270,109,112.18846881925171,5.002651128586756,60,59,7,50.34542802021805,1,0,0,1,0,0,0
905,Malaysia Airport,Singapore Warehouse,67,Railway Authority,Air,69,423,151,128,200,52,61.40664614615628,6.752822852145991,60,71,1,225.31876921010561,0,1,1,0,0,0,0
906,Wuxi Railway Station,Singapore Railway Station,34,COSCO,Truck,65,223,184,135,177,149,75.19134187243587,3.699261123389132,68,41,8,194.2408564959436,1,0,1,1,0,1,0
907,Wuxi Warehouse,Malaysia Airport,7,KTM,Sea,82,137,361,78,271,73,117.23162925950787,7.647405024843346,67,36,3,152.07230778918185,0,0,0,1,0,1,0
908,Shanghai Railway Station,Singapore Airport,34,Evergreen,Sea,376,117,489,168,134,83,137.57224450445278,9.805361146684682,30,55,4,80.79738524970215,1,1,0,1,1,1,1
909,Malaysia Airport,Malaysia Railway Station,34,KTM,Sea,398,249,394,84,134,70,82.80112708087353,3.987874499056824,35,61,2,129.47227301721057,0,1,1,1,0,1,1
910,Wuxi Warehouse,Singapore Port,67,DHL,Sea,372,330,492,156,226,68,160.55488499505125,7.749700306969078,60,60,9,226.19704767481724,0,0,1,1,0,0,1
911,Shanghai Port,Wuxi Port,7,KTM,Air,366,358,286,52,166,68,106.37530953420233,1.6297291522505701,48,38,9,82.61547047090261,1,0,0,0,0,0,1
912,Wuxi Port,Wuxi Railway Station,67,COSCO,Sea,214,409,498,74,171,147,99.53269672023356,3.682016502695923,41,65,4,136.40400239641139,1,0,1,0,0,0,0
913,Shanghai Airport,Singapore Port,34,COSCO,Air,410,371,347,85,161,103,144.3850641933346,1.1378362775162465,64,44,1,65.0844152340489,1,0,1,0,0,1,0
914,Singapore Railway Station,Wuxi Port,7,COSCO,Truck,476,293,220,63,283,91,160.02943993255195,3.0490855148697573,42,56,3,187.20841174929288,1,1,1,1,0,1,0
915,Wuxi Warehouse,Malaysia Port,67,Railway Authority,Truck,348,291,409,110,262,94,187.56830966920623,6.259511740702888,34,51,6,158.88872016354318,0,1,0,0,0,0,1
916,Singapore Railway Station,Singapore Warehouse,67,COSCO,Rail,280,111,366,164,201,76,93.32080159369642,1.7689257629285158,68,61,2,43.62015659982377,0,0,0,0,0,0,0
917,Singapore Port,Wuxi Railway Station,7,DHL,Truck,340,409,226,117,246,122,162.17555507170272,2.403055567502374,37,32,6,218.90375209432477,1,1,1,0,1,1,1
918,Shanghai Airport,Wuxi Warehouse,7,Railway Authority,Truck,377,488,338,117,125,80,185.33543799037042,3.1418507767811694,36,70,4,227.49796559599116,0,1,1,1,1,1,0
919,Wuxi Warehouse,Malaysia Airport,34,Evergreen,Rail,140,243,266,133,176,55,70.45760532892378,8.524354734862277,46,68,6,49.50317768321756,1,0,0,1,0,0,1
920,Singapore Warehouse,Wuxi Warehouse,34,Evergreen,Truck,479,325,373,141,170,130,91.42067495005699,3.6500027705513958,56,41,6,104.96875216369884,0,1,1,1,1,0,1
921,Malaysia Port,Malaysia Warehouse,34,Evergreen,Truck,234,354,419,69,201,145,54.76619551192024,8.706277282147571,61,35,3,225.3590220764483,1,0,0,0,0,0,1
922,Singapore Airport,Shanghai Port,7,DHL,Air,457,318,158,75,272,62,79.84191430109297,1.241786906217485,32,45,0,161.1274340954559,0,0,1,0,1,1,0
923,Singapore Port,Singapore Railway Station,7,DHL,Rail,116,325,385,135,196,117,57.540866943483735,6.374172048362286,35,51,2,176.9919232072965,1,0,0,1,1,0,1
924,Shanghai Warehouse,Singapore Airport,34,COSCO,Air,367,464,434,180,276,111,128.81931106802716,9.395152860404465,70,54,7,127.86822104314844,0,0,1,1,1,0,1
925,Malaysia Warehouse,Shanghai Airport,7,COSCO,Air,249,340,105,129,174,77,66.11854403164335,9.338994365403494,64,29,9,193.95907379108075,0,0,0,0,1,1,0
926,Shanghai Warehouse,Wuxi Warehouse,7,Railway Authority,Rail,465,167,442,81,233,60,191.8707793226108,3.970804011654803,46,66,0,210.893211239608,1,1,1,0,1,0,0
927,Wuxi Railway Station,Shanghai Railway Station,7,Railway Authority,Rail,75,341,499,96,129,106,185.94470649682575,9.38989112430425,34,51,8,159.53154184951583,1,0,0,0,1,0,1
928,Malaysia Airport,Wuxi Railway Station,67,COSCO,Truck,207,356,166,142,236,117,184.7354834421914,2.4912495255309315,34,33,6,200.4407849482596,0,0,0,1,1,0,1
929,Malaysia Warehouse,Wuxi Port,67,Railway Authority,Air,296,204,104,187,281,100,187.4402041002542,6.138127507532406,52,44,2,172.1744208034507,1,0,1,1,1,0,1
930,Wuxi Port,Wuxi Railway Station,67,Evergreen,Sea,312,452,242,50,295,130,134.7980287467301,8.715185374771703,27,48,0,159.10360620569233,1,1,0,1,0,0,0
931,Wuxi Railway Station,Wuxi Airport,7,COSCO,Rail,391,169,397,137,180,75,92.44780126903896,6.479876385391726,47,56,5,120.8877380908488,1,1,0,0,0,1,1
932,Wuxi Port,Wuxi Airport,7,COSCO,Truck,140,373,265,191,114,76,131.41385993107326,2.8584503693512007,51,52,8,237.42723321576938,1,0,0,1,1,0,0
933,Singapore Railway Station,Malaysia Port,7,DHL,Sea,424,454,261,179,153,145,64.27589307261145,3.5243216608369416,42,54,0,35.30617428732475,0,1,0,0,1,1,0
934,Wuxi Railway Station,Wuxi Railway Station,34,Railway Authority,Truck,327,402,342,162,273,91,191.2374556645899,4.147049453785372,41,37,8,83.73117737421227,0,0,1,1,1,1,0
935,Wuxi Airport,Shanghai Airport,7,KTM,Sea,161,372,252,133,148,112,106.78487578257271,3.0091421252592565,67,24,4,216.59367012739935,0,0,0,0,1,0,1
936,Singapore Port,Wuxi Warehouse,67,KTM,Truck,428,333,236,50,260,70,194.83331087478572,2.8481407900072906,62,62,8,73.8450062576702,0,0,0,0,1,1,0
937,Shanghai Port,Malaysia Warehouse,7,Evergreen,Truck,243,429,409,197,244,108,113.95635069245373,4.1179505164439645,56,51,4,166.38890966429435,0,1,0,0,1,0,1
938,Malaysia Warehouse,Singapore Warehouse,67,KTM,Sea,274,197,372,116,107,53,106.53444584553277,9.401896708571151,64,48,0,102.9731526673112,1,0,0,1,0,1,1
939,Malaysia Port,Malaysia Railway Station,34,Railway Authority,Truck,190,129,158,116,184,69,77.2267416354563,5.761174001846441,51,68,3,139.427372347664,1,1,0,1,0,0,0
940,Wuxi Railway Station,Shanghai Railway Station,7,KTM,Truck,210,336,231,82,275,67,124.40835636548306,7.022253156510402,48,59,8,133.38434921387298,1,1,1,0,1,0,1
941,Wuxi Port,Malaysia Railway Station,34,KTM,Truck,486,467,136,63,192,81,70.05442164331942,3.70364834058953,42,39,1,110.11099584254427,1,1,1,0,0,0,1
