Order Number,Ship From,Ship To,Commodity,Order Value,Weight (KG),Volume,Shipper Name,Shipper Address,Shipper Country,Consignee Country,Order Date,Required Delivery Date,Journey Type,Tax Percentage
806,Singapore Railway Station,Singapore Railway Station,Pharmaceuticals,59029,2122,18,YCH,8 Bulim Ave,Singapore,China,08-Mar-26,18-Mar-26,International,0.0848029842191043
807,Wuxi Railway Station,Singapore Port,Furniture,48116,1887,43,YCH,8 Bulim Ave,China,Malaysia,09-Mar-26,19-Mar-26,International,0.05626675155602936
808,Malaysia Railway Station,Shanghai Railway Station,Furniture,11905,4515,80,YCH,8 Bulim Ave,China,China,10-Mar-26,20-Mar-26,Domestic,0.019175089268183274
809,Singapore Airport,Shanghai Warehouse,Furniture,54067,2019,93,YCH,8 Bulim Ave,Malaysia,Singapore,11-Mar-26,21-Mar-26,Domestic,0.12962608694007227
810,Singapore Railway Station,Singapore Warehouse,Electronics,40576,477,25,YCH,8 Bulim Ave,China,China,12-Mar-26,22-Mar-26,International,0.11202763314946115
811,Singapore Railway Station,Malaysia Port,Electronics,3078,3023,86,YCH,8 Bulim Ave,Singapore,Malaysia,13-Mar-26,23-Mar-26,International,0.11039055302149398
812,Singapore Port,Malaysia Railway Station,Textiles,69073,3190,14,YCH,8 Bulim Ave,China,Malaysia,14-Mar-26,24-Mar-26,International,0.028070955283106228
813,Shanghai Railway Station,Shanghai Warehouse,Pharmaceuticals,6809,4666,85,YCH,8 Bulim Ave,China,Singapore,15-Mar-26,25-Mar-26,International,0.03923623536390585
814,Singapore Port,Shanghai Airport,Textiles,90215,1155,54,YCH,8 Bulim Ave,China,Singapore,16-Mar-26,26-Mar-26,Domestic,0.12001919264972531
815,Malaysia Airport,Singapore Airport,Pharmaceuticals,84792,1062,5,YCH,8 Bulim Ave,Singapore,China,17-Mar-26,27-Mar-26,International,0.10914495206046543
816,Malaysia Railway Station,Malaysia Warehouse,Furniture,99173,4725,50,YCH,8 Bulim Ave,Singapore,Malaysia,18-Mar-26,28-Mar-26,International,0.03652342400047945
817,Wuxi Port,Singapore Railway Station,Textiles,71384,761,53,YCH,8 Bulim Ave,Malaysia,Malaysia,19-Mar-26,29-Mar-26,Domestic,0.14713034423244678
818,Singapore Railway Station,Wuxi Port,Textiles,65704,4375,52,YCH,8 Bulim Ave,Singapore,Malaysia,20-Mar-26,30-Mar-26,Domestic,0.018369102355050234
819,Shanghai Railway Station,Shanghai Port,Textiles,75795,3117,23,YCH,8 Bulim Ave,Malaysia,Malaysia,21-Mar-26,31-Mar-26,Domestic,0.021837119901898728
820,Shanghai Port,Malaysia Port,Pharmaceuticals,25812,2249,90,YCH,8 Bulim Ave,Singapore,China,22-Mar-26,01-Apr-26,Domestic,0.033957157229138106
821,Shanghai Port,Wuxi Airport,Furniture,64526,718,29,YCH,8 Bulim Ave,Malaysia,Singapore,23-Mar-26,02-Apr-26,International,0.13781944978955088
822,Shanghai Port,Malaysia Warehouse,Textiles,65504,4878,82,YCH,8 Bulim Ave,Malaysia,Singapore,24-Mar-26,03-Apr-26,Domestic,0.1133697137086143
823,Malaysia Railway Station,Malaysia Warehouse,Electronics,93364,2658,6,YCH,8 Bulim Ave,Malaysia,Malaysia,25-Mar-26,04-Apr-26,International,0.06242343876936975
824,Wuxi Airport,Wuxi Warehouse,Furniture,29446,3916,36,YCH,8 Bulim Ave,Singapore,Malaysia,26-Mar-26,05-Apr-26,International,0.12314050642527616
825,Singapore Railway Station,Singapore Railway Station,Pharmaceuticals,69445,295,86,YCH,8 Bulim Ave,Singapore,Malaysia,27-Mar-26,06-Apr-26,International,0.127249959417248
826,Wuxi Airport,Wuxi Warehouse,Textiles,78111,3651,72,YCH,8 Bulim Ave,Singapore,Malaysia,28-Mar-26,07-Apr-26,Domestic,0.14383378276784864
827,Malaysia Port,Wuxi Airport,Pharmaceuticals,87033,3620,29,YCH,8 Bulim Ave,Singapore,China,29-Mar-26,08-Apr-26,Domestic,0.01568801988637728
828,Singapore Airport,Singapore Railway Station,Electronics,97145,1875,80,YCH,8 Bulim Ave,Singapore,Malaysia,30-Mar-26,09-Apr-26,Domestic,0.017980650188953437
829,Shanghai Port,Singapore Railway Station,Furniture,26022,577,60,YCH,8 Bulim Ave,China,China,31-Mar-26,10-Apr-26,Domestic,0.12530937703094375
830,Wuxi Railway Station,Shanghai Warehouse,Electronics,80213,3601,43,YCH,8 Bulim Ave,Singapore,China,01-Apr-26,11-Apr-26,International,0.09184268190993537
831,Singapore Airport,Singapore Railway Station,Electronics,77664,4692,13,YCH,8 Bulim Ave,Singapore,Singapore,02-Apr-26,12-Apr-26,Domestic,0.010147824719751
832,Malaysia Port,Shanghai Airport,Textiles,46435,110,7,YCH,8 Bulim Ave,China,Singapore,03-Apr-26,13-Apr-26,International,0.14038174899433165
833,Singapore Warehouse,Malaysia Warehouse,Textiles,45467,220,9,YCH,8 Bulim Ave,China,Malaysia,04-Apr-26,14-Apr-26,Domestic,0.14333617801292722
834,Singapore Warehouse,Wuxi Airport,Textiles,23205,2452,42,YCH,8 Bulim Ave,Malaysia,China,05-Apr-26,15-Apr-26,International,0.08320815573756432
835,Shanghai Warehouse,Malaysia Airport,Electronics,14312,327,72,YCH,8 Bulim Ave,Singapore,Singapore,06-Apr-26,16-Apr-26,Domestic,0.034685055263491985
836,Malaysia Airport,Shanghai Port,Textiles,55567,2200,95,YCH,8 Bulim Ave,Singapore,China,07-Apr-26,17-Apr-26,Domestic,0.01610308520488632
837,Malaysia Warehouse,Malaysia Warehouse,Electronics,78027,990,4,YCH,8 Bulim Ave,Singapore,Singapore,08-Apr-26,18-Apr-26,Domestic,0.011735624698540581
838,Wuxi Warehouse,Shanghai Railway Station,Electronics,59036,3704,26,YCH,8 Bulim Ave,China,China,09-Apr-26,19-Apr-26,Domestic,0.1173546747538675
839,Wuxi Railway Station,Wuxi Airport,Furniture,8036,4142,29,YCH,8 Bulim Ave,Singapore,China,10-Apr-26,20-Apr-26,International,0.11862646003709981
840,Wuxi Railway Station,Shanghai Airport,Pharmaceuticals,71738,2242,79,YCH,8 Bulim Ave,Singapore,Singapore,11-Apr-26,21-Apr-26,Domestic,0.021300144784247424
841,Wuxi Port,Malaysia Airport,Furniture,66908,3956,1,YCH,8 Bulim Ave,China,China,12-Apr-26,22-Apr-26,International,0.1339493421458304
842,Shanghai Railway Station,Malaysia Airport,Electronics,3806,4630,22,YCH,8 Bulim Ave,Singapore,Singapore,13-Apr-26,23-Apr-26,International,0.021993514954430027
843,Singapore Airport,Singapore Airport,Textiles,85033,1471,43,YCH,8 Bulim Ave,Malaysia,Singapore,14-Apr-26,24-Apr-26,Domestic,0.04316404064751103
844,Shanghai Airport,Malaysia Railway Station,Pharmaceuticals,8209,3298,91,YCH,8 Bulim Ave,Malaysia,Singapore,15-Apr-26,25-Apr-26,Domestic,0.02982813108121505
845,Singapore Warehouse,Wuxi Airport,Pharmaceuticals,61534,2084,98,YCH,8 Bulim Ave,Malaysia,Malaysia,16-Apr-26,26-Apr-26,Domestic,0.08977488130267477
846,Malaysia Airport,Shanghai Airport,Pharmaceuticals,31223,1724,81,YCH,8 Bulim Ave,Singapore,Singapore,17-Apr-26,27-Apr-26,International,0.10731264646448066
847,Malaysia Airport,Malaysia Warehouse,Pharmaceuticals,99251,3247,28,YCH,8 Bulim Ave,Singapore,China,18-Apr-26,28-Apr-26,International,0.13307060498444595
848,Singapore Airport,Shanghai Airport,Electronics,27058,940,80,YCH,8 Bulim Ave,Singapore,China,19-Apr-26,29-Apr-26,Domestic,0.13315131393551718
849,Malaysia Railway Station,Shanghai Railway Station,Furniture,8369,811,54,YCH,8 Bulim Ave,Singapore,Singapore,20-Apr-26,30-Apr-26,Domestic,0.029222332215808056
850,Malaysia Railway Station,Singapore Warehouse,Pharmaceuticals,97454,1100,24,YCH,8 Bulim Ave,China,China,21-Apr-26,01-May-26,International,0.033876317602868154
851,Wuxi Airport,Shanghai Railway Station,Pharmaceuticals,41683,1626,6,YCH,8 Bulim Ave,Malaysia,Singapore,22-Apr-26,02-May-26,International,0.13639643948437702
852,Wuxi Port,Singapore Warehouse,Furniture,53550,1945,9,YCH,8 Bulim Ave,Malaysia,Singapore,23-Apr-26,03-May-26,Domestic,0.11712903191214244
853,Shanghai Airport,Wuxi Port,Textiles,63186,2585,35,YCH,8 Bulim Ave,Singapore,China,24-Apr-26,04-May-26,International,0.0124474968969313
854,Malaysia Warehouse,Malaysia Airport,Furniture,85673,3943,11,YCH,8 Bulim Ave,Malaysia,Singapore,25-Apr-26,05-May-26,International,0.14831366943537008
855,Wuxi Warehouse,Wuxi Airport,Pharmaceuticals,49676,3223,64,YCH,8 Bulim Ave,China,China,26-Apr-26,06-May-26,Domestic,0.04825657702468697
856,Malaysia Port,Wuxi Railway Station,Pharmaceuticals,4749,3217,7,YCH,8 Bulim Ave,Singapore,China,27-Apr-26,07-May-26,International,0.04008023763667064
857,Wuxi Airport,Wuxi Port,Furniture,47464,641,51,YCH,8 Bulim Ave,China,Singapore,28-Apr-26,08-May-26,Domestic,0.03118522148009118
858,Malaysia Port,Singapore Port,Textiles,69326,2045,20,YCH,8 Bulim Ave,Singapore,Malaysia,29-Apr-26,09-May-26,International,0.1456736513366871
859,Malaysia Airport,Shanghai Port,Furniture,32276,3261,29,YCH,8 Bulim Ave,China,Malaysia,30-Apr-26,10-May-26,International,0.13076614236480025
860,Shanghai Airport,Shanghai Port,Furniture,18534,3086,97,YCH,8 Bulim Ave,Malaysia,Malaysia,01-May-26,11-May-26,International,0.10702059425310846
861,Shanghai Port,Wuxi Railway Station,Pharmaceuticals,63334,3833,61,YCH,8 Bulim Ave,Singapore,Singapore,02-May-26,12-May-26,International,0.02914954283722903
862,Singapore Airport,Shanghai Port,Furniture,85909,4009,46,YCH,8 Bulim Ave,China,Singapore,03-May-26,13-May-26,International,0.12454077991551517
863,Shanghai Port,Singapore Airport,Electronics,52157,3645,34,YCH,8 Bulim Ave,Malaysia,China,04-May-26,14-May-26,International,0.09446977198682248
864,Wuxi Port,Wuxi Railway Station,Furniture,61612,3794,83,YCH,8 Bulim Ave,Singapore,China,05-May-26,15-May-26,International,0.013670426825522893
865,Wuxi Railway Station,Wuxi Warehouse,Furniture,74499,981,85,YCH,8 Bulim Ave,Singapore,Malaysia,06-May-26,16-May-26,Domestic,0.13359937279529285
866,Singapore Railway Station,Shanghai Port,Pharmaceuticals,8209,4110,90,YCH,8 Bulim Ave,China,Singapore,07-May-26,17-May-26,Domestic,0.044109621938846794
867,Malaysia Warehouse,Wuxi Airport,Textiles,60038,1055,89,YCH,8 Bulim Ave,Singapore,China,08-May-26,18-May-26,International,0.08934324954765312
868,Wuxi Railway Station,Shanghai Railway Station,Electronics,13627,2074,95,YCH,8 Bulim Ave,Malaysia,Singapore,09-May-26,19-May-26,Domestic,0.08076882374282729
869,Malaysia Port,Malaysia Warehouse,Furniture,1432,1910,33,YCH,8 Bulim Ave,Singapore,Malaysia,10-May-26,20-May-26,International,0.07182709491102478
870,Wuxi Railway Station,Shanghai Airport,Textiles,51608,4662,65,YCH,8 Bulim Ave,China,China,11-May-26,21-May-26,International,0.04913028144705773
871,Malaysia Railway Station,Singapore Warehouse,Electronics,67440,3468,31,YCH,8 Bulim Ave,Singapore,Singapore,12-May-26,22-May-26,Domestic,0.08379799070640835
872,Malaysia Port,Shanghai Port,Furniture,72754,414,23,YCH,8 Bulim Ave,Singapore,China,13-May-26,23-May-26,International,0.0686887821801984
873,Wuxi Warehouse,Singapore Port,Electronics,91345,4833,50,YCH,8 Bulim Ave,China,Singapore,14-May-26,24-May-26,International,0.14980114918497997
874,Singapore Airport,Singapore Warehouse,Furniture,93678,4570,53,YCH,8 Bulim Ave,Singapore,China,15-May-26,25-May-26,International,0.10264526344113702
875,Shanghai Railway Station,Wuxi Railway Station,Furniture,94616,3388,46,YCH,8 Bulim Ave,Malaysia,China,16-May-26,26-May-26,Domestic,0.10315168383682467
876,Wuxi Warehouse,Wuxi Railway Station,Furniture,74039,3266,66,YCH,8 Bulim Ave,Malaysia,China,17-May-26,27-May-26,Domestic,0.0472241587310159
877,Wuxi Port,Shanghai Port,Electronics,91562,2146,13,YCH,8 Bulim Ave,Malaysia,China,18-May-26,28-May-26,International,0.054161604701017406
878,Wuxi Warehouse,Singapore Warehouse,Pharmaceuticals,68342,2582,27,YCH,8 Bulim Ave,Singapore,Malaysia,19-May-26,29-May-26,Domestic,0.06535135125496323
879,Shanghai Airport,Shanghai Railway Station,Pharmaceuticals,54455,3387,54,YCH,8 Bulim Ave,Singapore,Singapore,20-May-26,30-May-26,International,0.04877125026838625
880,Shanghai Warehouse,Malaysia Warehouse,Textiles,41046,1756,94,YCH,8 Bulim Ave,Singapore,Malaysia,21-May-26,31-May-26,Domestic,0.11547256894360193
881,Wuxi Railway Station,Shanghai Warehouse,Pharmaceuticals,38556,4144,28,YCH,8 Bulim Ave,Singapore,China,22-May-26,01-Jun-26,Domestic,0.13514433731187595
882,Shanghai Airport,Malaysia Railway Station,Pharmaceuticals,43923,593,81,YCH,8 Bulim Ave,Singapore,Singapore,23-May-26,02-Jun-26,Domestic,0.0822959296972188
883,Singapore Airport,Shanghai Port,Furniture,84163,1431,89,YCH,8 Bulim Ave,China,Malaysia,24-May-26,03-Jun-26,Domestic,0.019284035534564516
884,Singapore Port,Shanghai Port,Textiles,43814,1412,85,YCH,8 Bulim Ave,Malaysia,Singapore,25-May-26,04-Jun-26,International,0.07198551002385588
885,Singapore Airport,Shanghai Warehouse,Electronics,42867,1223,86,YCH,8 Bulim Ave,China,Singapore,26-May-26,05-Jun-26,Domestic,0.1448941561117176
886,Shanghai Railway Station,Singapore Port,Textiles,98434,585,51,YCH,8 Bulim Ave,Singapore,Malaysia,27-May-26,06-Jun-26,International,0.0677773381872838
887,Shanghai Warehouse,Wuxi Warehouse,Pharmaceuticals,35051,291,9,YCH,8 Bulim Ave,China,China,28-May-26,07-Jun-26,International,0.04422833134506125
888,Singapore Warehouse,Malaysia Warehouse,Furniture,74978,4514,1,YCH,8 Bulim Ave,Singapore,Singapore,29-May-26,08-Jun-26,Domestic,0.04116532671670091
889,Shanghai Port,Malaysia Airport,Furniture,44153,3972,43,YCH,8 Bulim Ave,Singapore,Malaysia,30-May-26,09-Jun-26,International,0.11955768500159551
890,Malaysia Port,Malaysia Airport,Pharmaceuticals,30424,2090,26,YCH,8 Bulim Ave,China,China,31-May-26,10-Jun-26,International,0.0562339916240164
891,Singapore Warehouse,Singapore Warehouse,Pharmaceuticals,89985,4114,34,YCH,8 Bulim Ave,China,China,01-Jun-26,11-Jun-26,Domestic,0.09981063043524814
892,Malaysia Warehouse,Singapore Railway Station,Electronics,6151,300,75,YCH,8 Bulim Ave,Malaysia,China,02-Jun-26,12-Jun-26,Domestic,0.07462027194687065
893,Malaysia Warehouse,Shanghai Warehouse,Textiles,58673,4538,15,YCH,8 Bulim Ave,Malaysia,Singapore,03-Jun-26,13-Jun-26,Domestic,0.08452200719886112
894,Singapore Warehouse,Singapore Port,Pharmaceuticals,9117,2656,58,YCH,8 Bulim Ave,China,Singapore,04-Jun-26,14-Jun-26,International,0.028198451312660057
895,Singapore Warehouse,Wuxi Port,Furniture,75391,4894,22,YCH,8 Bulim Ave,Malaysia,Malaysia,05-Jun-26,15-Jun-26,International,0.04543115295809658
896,Malaysia Railway Station,Shanghai Airport,Textiles,34237,902,74,YCH,8 Bulim Ave,Singapore,China,06-Jun-26,16-Jun-26,Domestic,0.12917680708189588
897,Malaysia Airport,Wuxi Airport,Pharmaceuticals,76446,965,60,YCH,8 Bulim Ave,China,Singapore,07-Jun-26,17-Jun-26,International,0.057233314280297626
898,Malaysia Port,Wuxi Railway Station,Electronics,63892,2110,83,YCH,8 Bulim Ave,Singapore,China,08-Jun-26,18-Jun-26,International,0.045490653590416284
899,Wuxi Airport,Shanghai Railway Station,Pharmaceuticals,37353,4053,56,YCH,8 Bulim Ave,Singapore,Singapore,09-Jun-26,19-Jun-26,International,0.042796581897029645
900,Wuxi Port,Singapore Airport,Textiles,9927,640,65,YCH,8 Bulim Ave,China,China,10-Jun-26,20-Jun-26,International,0.13189563079629127
901,Wuxi Warehouse,Malaysia Warehouse,Furniture,5202,4201,35,YCH,8 Bulim Ave,Singapore,Singapore,11-Jun-26,21-Jun-26,Domestic,0.055677112623839994
902,Malaysia Airport,Malaysia Railway Station,Pharmaceuticals,62681,2366,38,YCH,8 Bulim Ave,Malaysia,Malaysia,12-Jun-26,22-Jun-26,Domestic,0.02227518527568966
903,Wuxi Railway Station,Singapore Airport,Textiles,56971,4416,3,YCH,8 Bulim Ave,Malaysia,Malaysia,13-Jun-26,23-Jun-26,International,0.0748932022268417
904,Shanghai Port,Wuxi Port,Textiles,56224,4187,26,YCH,8 Bulim Ave,Singapore,China,14-Jun-26,24-Jun-26,International,0.13893865607010356
905,Malaysia Port,Singapore Railway Station,Textiles,98887,2073,52,YCH,8 Bulim Ave,China,Singapore,15-Jun-26,25-Jun-26,Domestic,0.041960023803254136
906,Singapore Warehouse,Singapore Airport,Furniture,69625,1209,36,YCH,8 Bulim Ave,China,China,16-Jun-26,26-Jun-26,Domestic,0.10644080376671837
907,Singapore Port,Singapore Railway Station,Electronics,17880,1478,24,YCH,8 Bulim Ave,China,China,17-Jun-26,27-Jun-26,Domestic,0.09825325117028856
908,Shanghai Railway Station,Malaysia Railway Station,Electronics,18265,1936,70,YCH,8 Bulim Ave,Singapore,Singapore,18-Jun-26,28-Jun-26,Domestic,0.13348503632684097
909,Malaysia Port,Singapore Railway Station,Pharmaceuticals,58127,1769,80,YCH,8 Bulim Ave,China,Malaysia,19-Jun-26,29-Jun-26,International,0.08883310183590402
910,Shanghai Airport,Shanghai Warehouse,Pharmaceuticals,68208,1408,18,YCH,8 Bulim Ave,Singapore,Malaysia,20-Jun-26,30-Jun-26,International,0.026743501024998652
911,Wuxi Railway Station,Malaysia Airport,Pharmaceuticals,74336,1744,47,YCH,8 Bulim Ave,Singapore,Singapore,21-Jun-26,01-Jul-26,International,0.010341389648872957
912,Singapore Port,Singapore Airport,Furniture,68736,3193,74,YCH,8 Bulim Ave,Singapore,Malaysia,22-Jun-26,02-Jul-26,Domestic,0.08769926935724666
913,Shanghai Port,Singapore Warehouse,Textiles,30849,432,70,YCH,8 Bulim Ave,China,Singapore,23-Jun-26,03-Jul-26,Domestic,0.06196315209487534
914,Malaysia Airport,Wuxi Airport,Furniture,73027,607,77,YCH,8 Bulim Ave,Singapore,China,24-Jun-26,04-Jul-26,Domestic,0.06943350330049189
915,Malaysia Warehouse,Malaysia Port,Furniture,19195,3286,60,YCH,8 Bulim Ave,Malaysia,China,25-Jun-26,05-Jul-26,Domestic,0.012899440033317843
916,Shanghai Airport,Wuxi Airport,Furniture,69728,2910,9,YCH,8 Bulim Ave,China,China,26-Jun-26,06-Jul-26,International,0.12654713957964855
917,Shanghai Port,Singapore Port,Pharmaceuticals,35230,2643,88,YCH,8 Bulim Ave,Malaysia,Singapore,27-Jun-26,07-Jul-26,International,0.020456356859169644
918,Singapore Port,Wuxi Port,Pharmaceuticals,90386,951,41,YCH,8 Bulim Ave,Malaysia,China,28-Jun-26,08-Jul-26,International,0.13684533576674593
919,Singapore Railway Station,Wuxi Railway Station,Textiles,32887,247,51,YCH,8 Bulim Ave,Malaysia,Malaysia,29-Jun-26,09-Jul-26,Domestic,0.024753893002286163
920,Singapore Warehouse,Wuxi Port,Pharmaceuticals,98633,2191,65,YCH,8 Bulim Ave,Malaysia,Malaysia,30-Jun-26,10-Jul-26,International,0.10173542288982951
921,Shanghai Railway Station,Wuxi Railway Station,Textiles,36548,3435,38,YCH,8 Bulim Ave,China,Malaysia,01-Jul-26,11-Jul-26,International,0.12056148254518437
922,Shanghai Airport,Shanghai Warehouse,Furniture,33420,3425,8,YCH,8 Bulim Ave,China,Malaysia,02-Jul-26,12-Jul-26,Domestic,0.12097357958036495
923,Shanghai Port,Wuxi Railway Station,Textiles,18917,2851,63,YCH,8 Bulim Ave,Malaysia,Singapore,03-Jul-26,13-Jul-26,Domestic,0.13576081165402518
924,Shanghai Port,Shanghai Railway Station,Textiles,74919,1671,31,YCH,8 Bulim Ave,China,Malaysia,04-Jul-26,14-Jul-26,International,0.11464616843113737
925,Singapore Railway Station,Shanghai Port,Textiles,62015,230,37,YCH,8 Bulim Ave,China,Malaysia,05-Jul-26,15-Jul-26,International,0.1372696921800674
926,Shanghai Railway Station,Wuxi Warehouse,Electronics,46594,1839,61,YCH,8 Bulim Ave,Singapore,Singapore,06-Jul-26,16-Jul-26,Domestic,0.1352315845792524
927,Singapore Airport,Malaysia Railway Station,Pharmaceuticals,73454,3505,10,YCH,8 Bulim Ave,Malaysia,Malaysia,07-Jul-26,17-Jul-26,Domestic,0.01143218799257659
928,Malaysia Port,Shanghai Port,Textiles,4340,147,65,YCH,8 Bulim Ave,Singapore,China,08-Jul-26,18-Jul-26,Domestic,0.04966070591665298
929,Singapore Railway Station,Shanghai Railway Station,Pharmaceuticals,81173,87,32,YCH,8 Bulim Ave,Singapore,Malaysia,09-Jul-26,19-Jul-26,Domestic,0.07479154208145815
930,Shanghai Airport,Shanghai Railway Station,Electronics,19908,1982,27,YCH,8 Bulim Ave,China,Malaysia,10-Jul-26,20-Jul-26,International,0.10131452879005
931,Wuxi Railway Station,Shanghai Port,Textiles,32550,246,60,YCH,8 Bulim Ave,China,Malaysia,11-Jul-26,21-Jul-26,International,0.1436759139242313
932,Singapore Port,Singapore Railway Station,Furniture,15403,3205,12,YCH,8 Bulim Ave,Malaysia,Malaysia,12-Jul-26,22-Jul-26,International,0.1066242821621513
933,Malaysia Airport,Malaysia Warehouse,Furniture,6346,1101,36,YCH,8 Bulim Ave,Malaysia,Singapore,13-Jul-26,23-Jul-26,International,0.14768593787502596
934,Shanghai Warehouse,Wuxi Airport,Textiles,20470,1681,68,YCH,8 Bulim Ave,Singapore,China,14-Jul-26,24-Jul-26,International,0.040406881277464286
935,Wuxi Port,Wuxi Airport,Furniture,7717,192,62,YCH,8 Bulim Ave,Singapore,Singapore,15-Jul-26,25-Jul-26,Domestic,0.07513895728439635
936,Shanghai Airport,Singapore Warehouse,Textiles,2344,1663,41,YCH,8 Bulim Ave,China,Singapore,16-Jul-26,26-Jul-26,Domestic,0.01908224883554455
937,Malaysia Warehouse,Shanghai Airport,Pharmaceuticals,83672,3607,31,YCH,8 Bulim Ave,China,Malaysia,17-Jul-26,27-Jul-26,Domestic,0.14732040568752156
938,Singapore Airport,Singapore Railway Station,Electronics,5139,3418,2,YCH,8 Bulim Ave,Singapore,China,18-Jul-26,28-Jul-26,International,0.1484067282733879
939,Shanghai Railway Station,Shanghai Port,Electronics,25277,4034,98,YCH,8 Bulim Ave,Singapore,Malaysia,19-Jul-26,29-Jul-26,International,0.03110260053329514
940,Shanghai Airport,Wuxi Railway Station,Electronics,15740,964,24,YCH,8 Bulim Ave,China,Malaysia,20-Jul-26,30-Jul-26,International,0.09833831828037384
941,Shanghai Airport,Malaysia Warehouse,Electronics,80596,2651,54,YCH,8 Bulim Ave,Singapore,Singapore,21-Jul-26,31-Jul-26,International,0.08441898022377205
942,Shanghai Port,Singapore Warehouse,Electronics,18068,4371,7,YCH,8 Bulim Ave,Malaysia,Malaysia,22-Jul-26,01-Aug-26,Domestic,0.09997857843809031
943,Shanghai Airport,Malaysia Railway Station,Textiles,74252,3862,83,YCH,8 Bulim Ave,Malaysia,Malaysia,23-Jul-26,02-Aug-26,International,0.02204360883836979
944,Wuxi Airport,Shanghai Warehouse,Furniture,80381,2160,44,YCH,8 Bulim Ave,China,Singapore,24-Jul-26,03-Aug-26,Domestic,0.12164578709622055
945,Shanghai Warehouse,Singapore Railway Station,Pharmaceuticals,79669,1949,96,YCH,8 Bulim Ave,China,China,25-Jul-26,04-Aug-26,Domestic,0.09157931169444643
946,Malaysia Railway Station,Singapore Port,Furniture,75868,1076,38,YCH,8 Bulim Ave,China,Singapore,26-Jul-26,05-Aug-26,International,0.01993993395306805
947,Singapore Airport,Wuxi Port,Pharmaceuticals,98957,2053,4,YCH,8 Bulim Ave,China,China,27-Jul-26,06-Aug-26,International,0.04278999919027434
948,Wuxi Airport,Shanghai Railway Station,Furniture,56695,1686,81,YCH,8 Bulim Ave,Malaysia,China,28-Jul-26,07-Aug-26,International,0.09774606488278385
949,Wuxi Airport,Singapore Railway Station,Pharmaceuticals,32637,2293,86,YCH,8 Bulim Ave,Singapore,Singapore,29-Jul-26,08-Aug-26,Domestic,0.1261939210593409
950,Shanghai Railway Station,Wuxi Airport,Furniture,94596,3335,48,YCH,8 Bulim Ave,Malaysia,China,30-Jul-26,09-Aug-26,International,0.11773305278918174
951,Shanghai Airport,Malaysia Port,Electronics,18910,1009,12,YCH,8 Bulim Ave,Malaysia,Singapore,31-Jul-26,10-Aug-26,International,0.07092926652847983
952,Shanghai Airport,Malaysia Airport,Electronics,76626,999,65,YCH,8 Bulim Ave,Singapore,China,01-Aug-26,11-Aug-26,Domestic,0.07408693081001703
953,Singapore Warehouse,Wuxi Airport,Electronics,48994,3736,97,YCH,8 Bulim Ave,Malaysia,Singapore,02-Aug-26,12-Aug-26,International,0.03009411531131974
954,Singapore Warehouse,Shanghai Warehouse,Textiles,73132,4477,2,YCH,8 Bulim Ave,China,Malaysia,03-Aug-26,13-Aug-26,Domestic,0.051746880072540795
955,Malaysia Airport,Wuxi Warehouse,Textiles,10471,427,8,YCH,8 Bulim Ave,Singapore,China,04-Aug-26,14-Aug-26,Domestic,0.039206196695665975
956,Wuxi Railway Station,Malaysia Airport,Textiles,69960,3792,93,YCH,8 Bulim Ave,China,China,05-Aug-26,15-Aug-26,Domestic,0.048679697960872285
957,Malaysia Warehouse,Wuxi Port,Textiles,47819,4584,38,YCH,8 Bulim Ave,Singapore,Singapore,06-Aug-26,16-Aug-26,International,0.1353554967847375
958,Malaysia Port,Malaysia Railway Station,Pharmaceuticals,73935,3384,61,YCH,8 Bulim Ave,China,China,07-Aug-26,17-Aug-26,Domestic,0.056479695382707536
959,Shanghai Railway Station,Singapore Airport,Pharmaceuticals,65128,1874,42,YCH,8 Bulim Ave,China,Singapore,08-Aug-26,18-Aug-26,International,0.1225296968055957
960,Singapore Port,Wuxi Railway Station,Pharmaceuticals,21004,3741,56,YCH,8 Bulim Ave,China,China,09-Aug-26,19-Aug-26,Domestic,0.07202231165914937
961,Malaysia Airport,Singapore Warehouse,Furniture,30680,907,7,YCH,8 Bulim Ave,Malaysia,Malaysia,10-Aug-26,20-Aug-26,Domestic,0.019449301277372072
962,Singapore Railway Station,Wuxi Airport,Pharmaceuticals,31189,4072,7,YCH,8 Bulim Ave,Malaysia,Malaysia,11-Aug-26,21-Aug-26,Domestic,0.10444326914901049
963,Singapore Warehouse,Wuxi Warehouse,Pharmaceuticals,82484,4810,11,YCH,8 Bulim Ave,Singapore,Singapore,12-Aug-26,22-Aug-26,International,0.07896987180704583
964,Singapore Airport,Malaysia Warehouse,Furniture,40569,3752,20,YCH,8 Bulim Ave,Singapore,Malaysia,13-Aug-26,23-Aug-26,International,0.010975866964866148
965,Shanghai Airport,Malaysia Port,Electronics,80222,380,22,YCH,8 Bulim Ave,China,China,14-Aug-26,24-Aug-26,International,0.09187704780274354
966,Wuxi Warehouse,Shanghai Port,Electronics,82155,2172,81,YCH,8 Bulim Ave,China,Singapore,15-Aug-26,25-Aug-26,International,0.02553515578061767
967,Wuxi Airport,Malaysia Railway Station,Pharmaceuticals,73983,167,66,YCH,8 Bulim Ave,Malaysia,China,16-Aug-26,26-Aug-26,International,0.0692812281270281
